admission_grade,tuition_up_to_date,scholarship_holder,age,gender,approved_sem1,grade_sem1,approved_sem2,grade_sem2,target
118.2,1,1,18,0,4,13.25,5,15.571428571428571,Graduate
121.7,1,0,18,0,2,13.0,0,0.0,Dropout
118.0,1,1,18,0,6,14.333333333333334,6,14.0,Enrolled
119.8,1,0,18,0,0,0.0,0,0.0,Dropout
164.9,1,0,18,0,6,14.0,6,13.166666666666666,Graduate
100.0,1,1,20,0,2,12.0,6,12.833333333333334,Graduate
121.6,1,0,18,0,5,12.333333333333334,5,10.6,Enrolled
120.4,1,0,18,0,5,11.8,5,10.4,Graduate
117.8,1,1,20,0,7,12.791428571428572,7,12.791428571428572,Graduate
110.0,1,0,40,0,8,11.625,5,11.2,Graduate
128.8,1,1,18,0,6,11.994444444444444,7,12.43142857142857,Graduate
116.6,1,0,19,0,5,11.6,5,12.2,Graduate
120.0,1,0,24,0,0,0.0,0,0.0,Dropout
157.5,1,0,19,0,6,13.166666666666666,6,13.166666666666666,Dropout
136.3,1,0,19,0,7,14.1,7,14.1,Graduate
121.5,1,1,20,0,6,12.396666666666668,7,12.94285714285714,Graduate
133.9,1,0,18,0,7,15.014285714285714,8,16.0875,Graduate
136.8,1,1,18,0,0,0.0,0,0.0,Graduate
133.5,1,0,19,0,7,14.05,8,15.1,Graduate
130.0,1,0,18,0,7,14.85,8,15.2,Dropout
140.0,1,0,19,0,6,13.0,5,13.0,Graduate
132.7,1,1,19,0,7,14.7875,8,15.8625,Graduate
117.8,1,1,19,0,7,13.7,7,14.671428571428574,Graduate
126.1,1,1,19,0,7,12.495714285714286,7,12.242857142857144,Dropout
120.0,1,0,19,0,6,14.566666666666668,6,14.566666666666668,Graduate
100.0,0,0,25,0,5,11.2,4,11.25,Dropout
116.8,1,0,20,0,7,12.685714285714283,7,12.685714285714283,Graduate
128.3,0,0,23,0,7,13.571428571428571,4,13.25,Dropout
117.0,1,0,20,0,0,0.0,0,0.0,Dropout
131.5,1,0,27,0,5,11.0,6,11.166666666666666,Graduate
134.8,1,0,18,0,8,14.445,8,14.445,Graduate
146.6,1,0,18,0,5,13.6,4,11.75,Enrolled
130.0,0,0,23,0,11,14.0,8,14.625,Dropout
127.5,1,1,19,0,6,13.416666666666666,6,13.416666666666666,Graduate
123.0,1,0,18,0,5,12.333333333333334,5,11.4,Graduate
100.0,1,0,20,0,7,13.1,8,14.8125,Graduate
114.2,1,0,18,0,4,13.2,5,12.8,Graduate
123.5,1,1,19,0,8,14.75,8,14.75,Graduate
144.3,1,1,19,0,6,13.142857142857142,6,14.333333333333334,Graduate
142.2,1,0,19,0,4,12.5,5,12.5,Enrolled
161.9,1,0,18,0,4,13.75,5,14.857142857142858,Graduate
135.9,1,0,18,0,5,12.4,6,13.0,Graduate
110.1,1,0,18,0,6,13.333333333333334,6,12.0,Graduate
122.5,0,0,28,0,11,11.727272727272728,8,12.0,Dropout
138.1,1,0,19,0,4,12.5,1,14.0,Dropout
117.3,1,0,20,0,0,0.0,0,0.0,Dropout
106.8,1,1,19,0,6,13.533333333333331,7,13.614285714285714,Graduate
120.1,1,1,20,0,6,13.166666666666666,6,12.666666666666666,Graduate
116.5,1,1,19,0,5,13.2,5,11.0,Graduate
120.0,1,0,21,0,5,12.2,4,12.6,Enrolled
139.7,1,1,19,0,7,13.428571428571429,7,14.857142857142858,Graduate
123.7,1,1,18,0,6,12.714285714285714,6,12.625,Graduate
116.5,1,0,19,0,0,0.0,0,0.0,Dropout
122.2,1,1,19,0,6,13.666666666666666,6,13.666666666666666,Graduate
146.0,1,0,20,0,5,11.0,6,13.166666666666666,Graduate
108.8,1,0,18,0,5,11.4,6,13.333333333333334,Enrolled
133.0,1,0,18,0,0,0.0,0,0.0,Enrolled
123.8,1,0,18,0,4,12.0,5,12.0,Graduate
120.0,1,0,18,0,0,0.0,0,0.0,Dropout
126.9,1,0,18,0,5,11.0,6,11.666666666666666,Graduate
121.3,1,0,20,0,5,12.0,6,11.571428571428571,Dropout
129.0,1,1,19,0,7,13.308571428571428,8,12.55,Graduate
114.9,0,0,21,0,3,13.666666666666666,3,10.666666666666666,Dropout
106.5,0,0,20,0,0,0.0,0,0.0,Dropout
133.9,1,0,18,0,5,12.2,4,11.25,Graduate
124.9,1,1,20,0,6,12.666666666666666,6,12.833333333333334,Graduate
128.5,1,1,19,0,8,14.07125,8,14.07125,Graduate
126.2,1,0,22,0,4,14.25,5,13.2,Dropout
121.7,0,0,22,0,0,0.0,0,0.0,Dropout
120.0,1,0,18,0,3,12.0,4,10.25,Enrolled
113.2,1,0,21,0,6,11.166666666666666,7,10.571428571428571,Enrolled
120.3,1,0,19,0,2,13.0,5,11.6,Graduate
127.8,1,0,19,0,0,0.0,0,0.0,Dropout
123.3,1,1,20,0,7,14.901428571428571,7,14.901428571428571,Dropout
126.3,1,1,18,0,7,12.65,8,12.445555555555554,Graduate
128.2,0,0,22,0,7,11.0,5,10.6,Dropout
134.9,1,0,20,0,4,12.4,5,12.666666666666666,Graduate
140.0,1,0,19,0,6,12.0,6,12.666666666666666,Graduate
115.5,1,1,19,0,7,12.135714285714286,7,13.328571428571427,Graduate
106.7,1,1,20,0,5,12.62,6,12.5,Enrolled
140.0,1,0,25,0,3,10.666666666666666,3,11.333333333333334,Enrolled
136.6,1,1,19,0,6,13.766666666666666,7,14.051428571428572,Graduate
119.3,1,0,19,0,8,13.11625,8,13.11625,Graduate
152.0,0,0,19,0,0,0.0,0,0.0,Dropout
144.3,1,0,20,0,6,12.7,7,13.571428571428571,Graduate
159.0,1,0,25,0,7,11.857142857142858,5,11.7,Enrolled
129.5,1,1,20,0,6,12.333333333333334,6,12.333333333333334,Graduate
140.0,1,0,24,0,4,15.75,5,16.4,Enrolled
105.4,1,0,20,0,5,13.333333333333334,5,13.2,Graduate
136.0,1,0,21,0,7,14.355555555555554,8,13.49375,Graduate
160.0,1,1,19,0,6,13.0,5,13.0,Graduate
139.1,1,1,19,0,6,12.833333333333334,6,13.5,Graduate
126.9,1,1,21,0,5,13.2,4,13.0,Graduate
184.0,1,0,28,0,7,17.005555555555556,8,16.582222222222224,Graduate
125.0,0,1,19,0,5,10.6,5,11.0,Graduate
138.5,1,1,18,0,5,14.0,5,13.6,Graduate
133.5,1,1,18,0,7,12.114285714285714,7,12.114285714285714,Graduate
141.5,1,1,18,0,8,13.05875,8,13.05875,Graduate
130.0,1,0,22,0,7,13.285714285714286,7,13.285714285714286,Graduate
131.0,1,0,19,0,4,11.0,3,10.666666666666666,Enrolled
145.0,1,1,18,0,7,14.071428571428571,8,15.1625,Graduate
114.3,0,0,20,0,0,0.0,0,0.0,Dropout
108.3,0,0,26,0,4,11.25,3,11.0,Dropout
125.2,1,1,18,0,6,14.0,6,13.625,Graduate
131.7,1,1,21,0,6,12.166666666666666,3,11.666666666666666,Dropout
126.3,1,0,18,0,7,13.297142857142855,7,13.297142857142855,Graduate
147.6,1,0,20,0,6,13.923076923076923,6,14.25,Graduate
125.1,1,0,18,0,7,13.37,7,12.833333333333334,Graduate
123.8,1,1,19,0,5,12.4,3,11.0,Enrolled
130.8,1,0,20,0,4,15.0,4,13.75,Dropout
154.1,1,1,18,0,6,13.333333333333334,6,12.571428571428571,Graduate
122.6,1,1,20,0,3,12.0,4,12.625,Enrolled
103.5,1,0,22,0,5,13.4,5,12.2,Graduate
132.8,1,0,18,0,0,0.0,0,0.0,Enrolled
100.0,1,0,21,0,4,11.5,5,11.4,Graduate
115.8,1,0,18,0,6,12.0,6,12.166666666666666,Enrolled
133.8,1,0,18,0,7,13.485714285714284,7,13.485714285714284,Graduate
118.5,1,1,18,0,6,12.0,6,11.285714285714286,Graduate
150.3,1,0,19,0,0,0.0,0,0.0,Dropout
107.8,1,0,19,0,3,10.333333333333334,3,14.428571428571429,Enrolled
127.5,1,0,19,0,5,12.94,5,13.76,Enrolled
120.5,1,0,19,0,7,13.258571428571427,7,13.258571428571427,Graduate
117.3,1,0,19,0,4,12.25,4,12.0,Enrolled
120.6,0,0,19,0,3,11.666666666666666,1,10.0,Dropout
118.7,1,1,21,0,6,13.571428571428571,6,12.5,Graduate
130.8,1,1,20,0,5,11.8,5,11.833333333333334,Graduate
112.6,1,1,20,0,5,14.2,5,13.285714285714286,Graduate
117.2,1,0,41,0,5,11.0,5,11.8,Graduate
130.0,1,0,32,0,4,13.625,7,12.6375,Enrolled
131.8,1,0,18,0,7,14.652857142857142,7,14.652857142857142,Graduate
97.0,1,1,35,0,6,11.333333333333334,6,11.333333333333334,Graduate
130.0,0,0,32,0,4,13.7,0,0.0,Dropout
148.0,1,0,37,0,11,13.727272727272728,8,14.75,Graduate
103.4,1,0,30,0,7,11.75,7,11.142857142857142,Dropout
127.1,1,0,23,1,6,12.333333333333334,5,13.0,Graduate
124.0,1,1,20,0,6,14.0,6,13.857142857142858,Dropout
121.4,1,0,21,1,4,11.5,4,11.75,Graduate
118.1,1,0,19,1,5,11.2,5,13.2,Graduate
121.3,1,1,18,1,7,15.07,7,15.07,Graduate
119.5,1,0,18,1,1,10.0,1,12.0,Dropout
115.2,1,0,24,1,4,12.0,5,12.666666666666666,Enrolled
130.2,1,0,22,1,4,13.0,4,12.6,Graduate
130.0,1,0,18,1,4,11.0,3,11.25,Dropout
126.9,1,0,18,0,6,13.571428571428571,5,12.166666666666666,Graduate
168.5,1,0,21,1,5,14.6,5,14.2,Graduate
130.0,1,0,38,0,3,11.833333333333334,2,10.0,Dropout
122.8,1,1,19,0,7,12.625,8,12.5125,Graduate
110.0,1,0,36,0,4,11.5,3,12.333333333333334,Dropout
127.1,1,0,18,0,4,13.25,4,10.5,Graduate
108.5,1,0,19,0,7,12.60625,6,11.9,Graduate
138.2,0,0,21,0,8,13.75,5,13.2,Dropout
96.0,1,0,19,0,6,13.598333333333334,6,11.933333333333332,Enrolled
124.5,1,1,18,0,5,11.142857142857142,6,12.285714285714286,Graduate
120.0,1,0,45,0,11,12.7,10,12.96818181818182,Enrolled
132.3,1,0,20,0,1,10.0,1,11.0,Dropout
120.7,1,0,18,0,6,11.666666666666666,4,11.5,Graduate
132.6,1,1,18,0,6,14.0,6,13.142857142857142,Graduate
140.0,1,0,25,0,0,0.0,0,0.0,Dropout
124.5,1,0,19,0,7,12.04142857142857,7,12.04142857142857,Graduate
142.0,1,1,18,0,0,0.0,0,0.0,Graduate
130.0,1,0,39,0,13,13.76923076923077,12,14.583333333333334,Graduate
144.0,1,0,29,0,18,15.444444444444445,13,15.307692307692308,Graduate
128.5,1,0,18,0,6,11.5,7,12.714285714285714,Enrolled
140.0,0,0,23,0,2,10.0,0,0.0,Dropout
113.9,1,0,21,0,4,12.25,3,10.333333333333334,Dropout
137.2,0,0,18,0,6,14.5,6,15.166666666666666,Graduate
140.0,1,0,23,0,6,15.571428571428571,6,16.375,Graduate
152.3,1,0,18,0,6,15.571428571428571,6,14.714285714285714,Graduate
112.5,1,0,32,0,5,13.8,6,12.166666666666666,Graduate
101.0,0,0,29,0,3,10.666666666666666,2,14.8,Dropout
112.3,1,1,20,0,5,11.6,4,11.75,Graduate
114.0,0,0,28,0,1,13.0,0,0.0,Dropout
130.0,1,0,27,0,3,12.0,4,13.625,Graduate
121.5,1,0,22,0,12,12.333333333333334,12,12.333333333333334,Graduate
120.0,1,0,37,0,6,12.875,6,12.9,Enrolled
130.0,0,0,28,0,1,11.0,0,0.0,Dropout
125.7,0,0,43,0,4,12.25,4,10.5,Dropout
128.0,0,0,32,0,0,0.0,0,0.0,Dropout
113.2,1,1,20,0,4,10.75,5,11.5,Enrolled
120.0,1,1,35,0,8,13.63,8,13.63,Graduate
117.8,1,0,21,0,3,13.0,4,11.5,Graduate
121.3,1,1,18,0,6,13.533333333333331,7,12.228571428571428,Enrolled
169.7,1,1,18,0,7,16.9,8,16.37777777777778,Graduate
117.7,1,0,18,0,5,12.0,4,12.0,Graduate
121.8,1,0,22,0,6,12.5,6,13.285714285714286,Graduate
128.3,1,0,19,0,7,12.764285714285714,7,12.764285714285714,Graduate
132.2,1,1,18,0,5,13.75,5,12.166666666666666,Graduate
134.3,1,0,19,0,0,0.0,0,0.0,Dropout
123.4,1,1,18,0,7,14.604285714285712,8,15.68333333333333,Graduate
121.7,0,0,31,0,0,0.0,0,0.0,Dropout
130.0,1,1,33,0,5,13.833333333333334,6,12.5,Graduate
126.5,1,1,19,0,8,13.57625,8,13.57625,Graduate
159.7,1,1,18,0,6,15.142857142857142,6,15.833333333333334,Graduate
151.3,1,0,23,0,3,10.666666666666666,5,11.6,Graduate
138.0,1,0,20,0,5,11.2,6,12.0,Graduate
126.5,1,0,18,0,8,13.76375,8,13.76375,Graduate
140.0,1,0,21,0,8,13.25,5,12.2,Enrolled
112.3,1,1,22,0,5,10.714285714285714,5,12.2,Graduate
127.3,1,0,20,0,6,12.166666666666666,6,11.666666666666666,Graduate
130.0,1,0,23,0,6,14.357142857142858,6,14.357142857142858,Graduate
115.0,1,0,19,0,6,12.833333333333334,6,12.666666666666666,Graduate
131.5,1,0,19,0,7,13.925714285714283,7,13.925714285714283,Graduate
125.7,1,0,26,0,2,12.0,3,11.0,Dropout
126.8,1,0,18,0,7,13.44285714285714,8,13.744444444444444,Graduate
132.4,1,0,18,1,1,16.0,0,0.0,Dropout
150.0,1,0,20,1,6,13.125,6,13.2,Graduate
95.0,1,0,19,1,0,0.0,0,0.0,Dropout
128.2,0,0,32,1,5,11.4,4,11.0,Dropout
130.0,0,0,31,1,2,11.0,3,11.666666666666666,Dropout
100.0,1,0,25,1,1,11.0,1,10.0,Enrolled
159.9,1,0,21,0,5,13.666666666666666,5,13.0,Graduate
100.0,0,0,31,0,4,11.75,1,10.0,Dropout
116.5,1,0,34,0,1,10.0,1,13.0,Dropout
120.0,1,1,18,0,6,13.5,6,12.833333333333334,Graduate
117.0,1,0,19,0,0,0.0,0,0.0,Dropout
140.0,1,0,21,0,1,12.0,1,11.0,Enrolled
118.1,0,0,18,0,3,13.0,5,11.8,Dropout
153.5,1,0,20,0,6,14.833333333333334,6,16.0,Graduate
127.9,1,0,20,0,6,11.833333333333334,6,12.857142857142858,Graduate
118.8,1,1,18,0,5,12.0,5,12.333333333333334,Graduate
126.7,1,0,19,0,4,12.75,6,11.333333333333334,Graduate
170.0,1,0,19,0,0,0.0,4,14.75,Enrolled
110.0,1,1,30,0,0,0.0,1,10.0,Dropout
115.0,1,0,19,0,6,12.0,6,12.857142857142858,Graduate
119.0,1,0,19,0,7,11.677777777777775,8,13.8,Graduate
121.8,1,1,19,0,7,13.6,7,13.6,Graduate
133.4,1,0,19,0,6,16.0,6,15.875,Graduate
131.4,1,0,20,0,5,11.8,6,11.5,Graduate
135.0,1,0,25,1,0,0.0,2,14.0,Dropout
122.8,1,0,19,1,0,0.0,0,0.0,Dropout
140.0,1,1,34,0,6,16.142857142857142,6,16.2,Graduate
125.3,1,1,18,0,7,11.785714285714286,7,11.785714285714286,Graduate
126.3,1,1,18,0,8,13.42375,8,13.42375,Graduate
100.0,1,0,20,0,6,12.5,5,14.166666666666666,Graduate
121.3,1,1,20,0,7,12.464285714285714,7,12.464285714285714,Graduate
135.0,1,0,23,0,8,12.375,5,12.6,Enrolled
120.0,1,0,28,0,1,10.0,0,0.0,Dropout
113.7,1,0,18,0,5,12.6,6,12.428571428571429,Enrolled
129.7,1,0,19,0,5,12.6,4,12.4,Graduate
132.1,1,0,34,0,2,10.0,4,12.0,Dropout
120.3,1,0,35,0,0,0.0,0,0.0,Dropout
120.0,1,0,32,0,5,11.6,5,12.333333333333334,Graduate
123.1,1,0,19,0,6,12.166666666666666,6,13.5,Graduate
119.4,1,0,18,0,4,13.6,5,12.666666666666666,Graduate
140.0,0,0,35,0,4,12.5,5,11.8,Dropout
116.5,1,1,24,1,4,12.25,4,11.5,Enrolled
113.0,1,1,20,0,6,11.714285714285714,6,12.625,Graduate
133.9,1,1,18,1,6,13.5,6,13.0,Graduate
115.5,1,1,20,1,7,13.024285714285714,7,13.024285714285714,Graduate
116.5,0,0,18,1,0,0.0,0,0.0,Dropout
171.2,1,1,18,1,5,17.333333333333332,5,18.571428571428573,Graduate
119.1,1,1,20,1,4,11.0,4,11.5,Graduate
121.1,1,0,19,1,6,13.666666666666666,6,12.5,Dropout
132.9,1,1,20,1,6,11.375,5,13.8,Enrolled
132.8,1,0,19,1,6,12.833333333333334,6,11.833333333333334,Graduate
126.7,1,0,20,1,5,12.6,4,11.5,Graduate
105.8,1,0,22,1,6,14.333333333333334,7,13.771428571428572,Graduate
117.2,1,1,18,1,4,13.5,6,13.625,Enrolled
140.0,1,0,19,1,7,14.285714285714286,7,14.285714285714286,Graduate
120.0,1,0,22,1,3,11.75,2,10.0,Dropout
119.5,1,0,20,1,5,14.8,5,17.6,Graduate
153.9,0,0,34,1,0,0.0,0,0.0,Dropout
130.0,1,0,24,1,1,10.0,0,0.0,Dropout
107.0,1,0,26,1,0,0.0,0,0.0,Dropout
132.8,1,0,35,1,4,12.6,5,12.38,Dropout
127.5,1,0,22,1,5,12.428571428571429,5,11.8,Graduate
123.3,1,0,26,1,4,10.0,3,12.0,Enrolled
122.0,1,0,19,1,3,12.333333333333334,0,0.0,Dropout
114.8,0,0,19,1,0,0.0,0,0.0,Dropout
140.0,1,0,20,1,0,0.0,0,0.0,Graduate
111.0,1,0,21,1,10,12.1,8,13.333333333333334,Graduate
133.2,1,1,19,0,6,14.714285714285714,6,15.0,Graduate
123.0,1,0,18,0,6,12.666666666666666,6,12.833333333333334,Graduate
150.0,1,1,23,0,12,14.384615384615383,10,13.3,Graduate
132.3,1,1,18,0,5,13.4,5,12.2,Graduate
126.0,1,0,18,0,7,13.314285714285717,7,13.314285714285717,Graduate
119.3,1,0,19,0,7,11.98857142857143,7,11.98857142857143,Graduate
133.8,1,0,21,0,11,11.545454545454543,8,12.88888888888889,Graduate
126.5,1,1,18,0,6,16.46153846153846,6,13.875,Graduate
138.4,1,1,24,0,6,13.666666666666666,6,12.833333333333334,Graduate
129.0,1,0,18,0,7,12.65,8,13.411111111111111,Dropout
118.3,1,0,18,0,6,12.333333333333334,3,12.0,Enrolled
129.8,1,0,20,0,6,14.37,7,14.65,Graduate
113.6,1,0,19,0,3,12.0,4,11.75,Enrolled
128.3,0,1,18,0,3,12.0,3,10.666666666666666,Dropout
130.0,1,1,19,0,4,12.0,3,11.0,Dropout
121.9,1,0,19,0,5,12.6,5,11.2,Graduate
129.4,1,0,18,0,6,12.166666666666666,6,12.333333333333334,Graduate
115.3,1,0,20,0,6,13.5,6,14.0,Enrolled
125.5,1,1,18,0,8,13.76375,8,13.76375,Graduate
117.8,1,1,19,0,6,12.4,6,12.8,Graduate
118.7,1,0,18,0,4,10.666666666666666,2,12.0,Enrolled
139.0,1,0,18,0,6,14.333333333333334,6,14.333333333333334,Graduate
98.9,1,0,21,0,4,12.5,2,12.666666666666666,Enrolled
137.7,0,0,19,0,1,10.0,0,0.0,Dropout
113.6,1,0,21,0,7,14.69625,8,14.622222222222224,Graduate
113.4,1,0,18,0,4,11.5,3,13.75,Enrolled
128.5,1,1,18,0,7,12.855555555555556,8,13.9125,Graduate
142.8,1,0,18,0,7,13.7,8,13.994444444444444,Graduate
137.7,0,0,23,0,0,0.0,1,12.0,Dropout
103.5,1,0,20,0,3,11.2,4,12.0,Enrolled
123.2,1,0,18,0,7,13.285714285714286,8,13.333333333333334,Graduate
126.0,1,0,19,0,5,13.0,5,10.4,Enrolled
121.7,1,1,27,0,6,12.6,6,11.685714285714283,Enrolled
142.8,0,1,19,0,5,12.8,4,12.0,Enrolled
120.0,1,0,21,0,5,11.5,5,11.0,Dropout
119.3,1,1,19,0,7,11.4,7,11.4,Graduate
121.0,1,1,21,0,6,12.333333333333334,6,11.333333333333334,Graduate
139.4,1,0,18,0,5,12.8,4,12.2,Graduate
113.9,1,1,20,0,5,12.0,4,15.0,Graduate
124.6,1,1,18,0,5,13.0,5,13.5,Graduate
123.8,0,1,18,0,6,11.833333333333334,6,11.0,Dropout
126.3,1,0,18,0,6,14.0,6,13.333333333333334,Graduate
120.4,1,1,18,0,6,12.333333333333334,6,13.5,Graduate
120.5,1,1,19,0,5,13.04,7,12.5,Enrolled
144.9,0,0,23,0,11,13.166666666666666,8,13.333333333333334,Enrolled
139.9,1,1,24,0,6,12.5,6,12.833333333333334,Graduate
133.3,1,0,19,0,0,0.0,0,0.0,Graduate
126.0,1,0,18,0,7,15.657142857142857,7,15.657142857142857,Graduate
133.5,1,0,19,0,6,12.166666666666666,6,11.333333333333334,Graduate
127.9,1,0,19,0,0,0.0,0,0.0,Dropout
105.9,1,1,20,0,5,10.6,5,11.166666666666666,Enrolled
124.3,1,0,20,0,6,13.428571428571429,5,12.666666666666666,Enrolled
102.5,1,0,26,0,4,11.75,0,0.0,Dropout
97.0,0,0,36,1,0,0.0,0,0.0,Dropout
134.7,0,0,19,1,0,0.0,0,0.0,Dropout
113.8,0,0,27,1,0,0.0,0,0.0,Dropout
116.9,1,0,18,1,1,13.0,0,0.0,Dropout
124.0,1,1,18,1,7,13.331428571428573,7,13.331428571428573,Graduate
117.5,1,0,28,1,0,0.0,0,0.0,Dropout
154.8,1,0,21,1,0,0.0,0,0.0,Graduate
141.0,1,0,19,1,6,13.7,6,13.7,Graduate
120.0,0,0,26,1,0,0.0,0,0.0,Dropout
133.6,1,0,20,1,9,13.454545454545457,6,13.875,Dropout
122.0,1,0,19,1,7,12.2,7,12.2,Graduate
120.0,1,0,21,1,3,10.0,4,11.0,Dropout
114.2,1,1,23,1,5,13.0,6,12.857142857142858,Graduate
95.5,1,0,29,1,6,12.0,6,14.0,Graduate
120.0,1,0,20,1,7,15.028571428571428,7,15.028571428571428,Graduate
111.1,1,0,18,1,6,12.0,6,11.714285714285714,Graduate
128.6,1,0,19,1,5,12.0,5,12.4,Graduate
130.0,0,0,23,1,3,13.666666666666666,3,11.333333333333334,Dropout
111.1,1,0,21,1,0,0.0,0,0.0,Dropout
122.7,1,0,18,1,5,12.0,4,12.5,Enrolled
134.4,1,1,18,1,0,0.0,0,0.0,Graduate
131.0,0,0,21,1,1,14.0,0,0.0,Dropout
125.0,1,0,22,1,0,0.0,0,0.0,Dropout
106.0,1,0,21,1,7,12.375,5,12.583333333333334,Graduate
128.0,0,0,32,1,0,0.0,0,0.0,Dropout
120.0,1,0,27,1,18,11.421052631578949,13,11.076923076923077,Graduate
134.8,1,0,18,1,6,13.35,6,13.35,Graduate
112.0,1,1,24,1,6,15.0,2,16.0,Graduate
116.1,1,0,22,1,2,10.5,0,0.0,Dropout
120.0,0,0,22,1,0,0.0,0,0.0,Dropout
119.7,1,0,19,1,5,13.25,5,11.833333333333334,Graduate
117.1,1,0,19,1,0,0.0,0,0.0,Dropout
112.4,1,0,21,1,4,11.5,3,10.6,Enrolled
131.0,1,1,18,0,8,13.88125,8,13.88125,Graduate
130.9,1,0,18,0,6,11.333333333333334,5,12.6,Graduate
134.9,1,0,20,0,0,0.0,0,0.0,Dropout
127.1,1,0,19,0,6,12.857142857142858,6,13.666666666666666,Graduate
110.2,1,0,19,0,5,11.6,6,12.5,Graduate
108.7,1,1,18,0,5,11.4,6,11.333333333333334,Graduate
138.0,1,0,20,0,6,13.333333333333334,6,13.0,Enrolled
147.7,1,1,22,0,7,13.571428571428571,9,13.77777777777778,Graduate
123.0,1,0,31,0,6,11.833333333333334,7,12.228571428571428,Graduate
142.8,1,1,19,0,7,14.428571428571429,7,14.142857142857142,Graduate
138.3,1,0,18,0,0,0.0,0,0.0,Enrolled
125.2,1,1,18,0,6,12.285714285714286,5,12.4,Graduate
141.8,1,0,21,0,5,14.4,5,13.8,Graduate
130.6,1,1,18,0,7,13.15,8,15.06875,Graduate
130.0,0,0,25,1,0,0.0,0,0.0,Dropout
100.0,1,0,21,1,0,0.0,0,0.0,Dropout
119.0,1,1,19,0,7,12.342857142857143,7,12.342857142857143,Graduate
124.3,1,0,19,0,5,12.2,5,10.8,Enrolled
122.2,1,0,22,0,4,10.5,1,11.0,Dropout
150.0,1,0,19,1,5,10.6,5,11.6,Graduate
135.5,1,0,58,0,0,0.0,0,0.0,Dropout
127.3,1,1,19,0,4,11.25,6,12.0,Graduate
127.0,1,0,23,1,6,10.5,10,11.7,Graduate
126.9,1,1,19,0,4,11.0,3,11.666666666666666,Enrolled
127.5,1,0,18,0,7,13.457142857142856,8,14.5125,Graduate
122.0,1,0,20,0,5,12.6,4,12.333333333333334,Graduate
115.8,0,0,18,0,0,0.0,0,0.0,Dropout
121.6,1,0,18,0,6,13.666666666666666,5,13.6,Graduate
116.4,1,1,18,0,5,11.6,5,11.8,Graduate
120.0,1,0,24,0,6,12.571428571428571,5,12.833333333333334,Dropout
127.3,1,0,18,0,5,11.8,5,11.4,Dropout
123.5,1,1,19,0,5,11.6,3,12.666666666666666,Enrolled
125.6,1,1,19,0,6,11.333333333333334,6,11.833333333333334,Graduate
118.5,1,0,18,0,6,10.666666666666666,6,11.5,Graduate
129.5,1,0,18,0,4,13.5,5,13.4,Enrolled
134.6,1,1,19,0,0,0.0,0,0.0,Graduate
140.0,1,0,22,0,6,13.333333333333334,4,11.5,Graduate
133.2,1,0,19,0,5,13.4,2,13.5,Enrolled
133.5,1,1,21,0,3,10.2,4,12.25,Enrolled
117.9,1,1,21,0,5,13.0,6,12.833333333333334,Graduate
128.0,1,1,18,0,7,12.90857142857143,7,12.90857142857143,Graduate
113.2,1,0,20,0,4,12.0,1,10.0,Dropout
122.0,1,1,18,0,6,10.833333333333334,5,11.0,Enrolled
156.9,1,0,19,0,6,15.333333333333334,6,15.833333333333334,Graduate
125.1,1,1,18,0,6,12.816666666666668,6,12.875,Enrolled
100.0,0,0,26,1,6,13.0,2,14.0,Dropout
160.0,1,0,19,0,2,13.5,2,11.0,Enrolled
101.0,1,0,35,0,6,12.5,6,12.166666666666666,Graduate
121.5,1,1,19,0,6,13.0,6,14.333333333333334,Graduate
126.8,1,0,18,1,4,11.75,5,12.571428571428571,Graduate
132.9,1,0,19,1,4,12.5,4,14.25,Graduate
134.3,1,0,25,1,17,11.61111111111111,17,12.055555555555555,Graduate
120.5,1,0,18,1,6,14.0,6,14.666666666666666,Graduate
144.1,0,0,26,1,0,0.0,0,0.0,Dropout
100.0,1,0,34,1,5,13.8,5,13.833333333333334,Graduate
114.8,0,0,18,1,0,0.0,0,0.0,Dropout
111.9,0,0,18,1,0,0.0,0,0.0,Dropout
125.4,1,1,18,1,4,12.25,3,12.333333333333334,Dropout
140.0,1,0,20,1,3,11.5,3,13.666666666666666,Dropout
140.0,1,0,25,1,6,12.571428571428571,9,12.555555555555555,Graduate
127.8,1,0,18,1,6,12.0,5,12.166666666666666,Dropout
131.6,1,0,19,1,11,12.0,12,12.307692307692308,Graduate
119.4,1,0,20,1,0,0.0,0,0.0,Dropout
129.9,1,1,20,1,6,12.0,6,11.166666666666666,Graduate
114.0,1,0,20,1,4,11.6,4,12.25,Enrolled
113.4,1,1,19,1,0,0.0,0,0.0,Dropout
117.8,1,0,20,1,5,12.0,4,13.0,Enrolled
114.3,1,0,18,1,6,13.976666666666668,6,12.041666666666666,Enrolled
129.7,1,0,19,1,4,12.5,1,10.0,Enrolled
112.0,0,0,20,1,0,0.0,0,0.0,Dropout
140.0,1,0,24,1,4,10.5,4,12.5,Dropout
150.0,1,0,20,1,5,12.857142857142858,6,12.3,Graduate
122.4,1,0,19,1,3,11.666666666666666,4,12.0,Enrolled
150.0,1,0,23,1,2,13.0,1,10.0,Dropout
135.0,1,0,20,1,6,11.833333333333334,5,10.4,Enrolled
116.2,1,0,21,1,11,12.454545454545457,8,12.75,Graduate
120.4,1,0,20,1,3,11.0,0,0.0,Dropout
122.9,1,0,21,1,4,13.2,4,14.25,Enrolled
