age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,scholarship,stress_index,cgpa,parental_education,dropout
22.0,Male,25000.0,Yes,3.27,96.0,2,42.3,No,6.4,3.66,High School,0
19.0,Female,25000.0,Yes,3.46,76.3,3,33.3,Yes,3.3,3.99,Bachelor,0
22.2,Female,25000.0,Yes,5.21,95.2,2,19.5,No,7.2,2.31,Bachelor,0
19.0,Female,56345.0,Yes,4.15,85.5,1,11.9,No,5.6,2.08,Bachelor,0
20.1,Male,25000.0,Yes,4.41,74.1,1,12.6,No,8.0,2.41,High School,0
20.4,Male,39087.0,Yes,5.54,95.2,2,19.3,No,8.4,3.09,Master,0
23.1,Male,35675.0,Yes,3.0,94.9,2,42.2,Yes,5.9,3.57,Bachelor,0
23.0,Male,77012.0,No,5.24,73.5,0,45.6,Yes,7.3,3.26,Bachelor,0
18.3,Female,28998.0,Yes,3.49,84.6,4,31.1,Yes,7.1,3.54,Bachelor,0
21.1,Female,25000.0,No,1.08,66.5,0,41.1,No,7.9,0.0,High School,1
19.4,Male,43832.0,Yes,2.48,78.8,1,23.3,No,7.8,2.49,Master,0
18.2,Male,107241.0,Yes,2.79,78.9,4,22.5,Yes,3.4,2.07,High School,0
20.5,Female,45589.0,Yes,5.74,78.7,3,39.2,Yes,6.0,1.21,High School,0
20.3,Female,25000.0,No,3.84,94.9,1,32.0,No,3.0,3.04,Master,0
26.3,Female,25000.0,Yes,3.6,71.3,2,38.8,Yes,4.6,2.93,Bachelor,0
22.0,Male,,Yes,,65.2,3,30.6,Yes,,3.77,High School,0
18.0,Female,98912.0,Yes,2.99,88.0,1,25.5,Yes,6.6,2.53,Master,0
19.8,Female,25000.0,Yes,3.49,71.5,2,27.4,Yes,5.1,1.16,,1
23.2,Female,25000.0,Yes,4.04,74.9,2,33.7,Yes,5.2,1.39,Bachelor,0
25.6,Male,27036.0,No,3.93,90.9,3,32.9,No,7.3,2.18,Bachelor,0
17.5,Male,25000.0,Yes,4.44,92.8,3,18.8,No,7.1,3.26,High School,0
17.0,Male,76160.0,Yes,4.71,78.5,0,28.5,No,6.0,1.85,High School,1
25.1,Female,25000.0,Yes,2.92,88.9,1,11.8,No,6.8,0.03,,0
21.9,Female,60378.0,No,1.57,94.5,3,25.8,No,6.7,0.97,Master,1
19.1,Female,31992.0,Yes,4.52,78.7,2,19.0,Yes,9.0,0.0,PhD,1
22.2,Female,61342.0,Yes,1.59,88.3,1,5.0,Yes,5.1,3.06,,0
17.0,Male,76847.0,Yes,4.42,78.6,5,56.5,Yes,4.1,3.19,High School,0
21.0,Male,31285.0,Yes,4.95,71.2,2,20.7,No,5.9,1.52,High School,0
21.7,Male,25000.0,Yes,5.46,82.0,1,18.7,Yes,3.8,3.09,Bachelor,0
23.0,Male,30937.0,No,3.83,80.0,1,49.5,No,4.8,0.33,High School,0
18.8,Female,28089.0,Yes,6.61,74.6,1,15.9,No,6.3,0.69,Bachelor,0
21.2,Female,25000.0,Yes,2.19,79.3,0,12.6,No,4.6,0.96,Bachelor,1
19.0,Male,75470.0,Yes,5.89,80.2,3,27.5,No,5.1,0.87,High School,0
21.6,Female,34457.0,Yes,3.0,84.2,0,24.1,No,5.0,3.42,High School,0
19.0,Female,25000.0,Yes,4.05,90.3,2,22.3,No,4.7,3.25,Master,0
20.1,Male,25000.0,Yes,4.2,90.3,1,19.0,Yes,3.5,2.35,High School,0
18.8,Male,25000.0,Yes,5.75,81.3,6,27.7,No,7.3,3.08,High School,1
22.4,Male,47207.0,Yes,2.57,77.6,2,49.6,Yes,8.0,2.91,High School,1
22.9,Male,25000.0,Yes,6.78,92.7,0,10.7,No,7.2,3.92,Bachelor,0
20.5,Female,25000.0,Yes,1.21,81.2,3,40.1,No,7.2,0.56,Bachelor,1
21.1,Male,39851.0,Yes,3.9,77.2,2,48.4,Yes,4.8,2.49,Bachelor,0
17.8,Male,25000.0,Yes,4.75,83.4,0,22.5,No,5.8,3.42,Bachelor,0
20.3,Female,41271.0,Yes,5.34,67.4,1,34.5,No,4.1,3.97,Bachelor,0
20.9,Female,31482.0,Yes,2.14,78.2,0,28.5,No,5.3,2.22,High School,1
26.8,Male,28269.0,Yes,1.44,77.7,2,9.4,Yes,5.4,0.11,Bachelor,0
18.6,Female,25000.0,Yes,5.7,75.7,1,44.6,No,3.0,2.98,High School,0
24.2,Male,25000.0,Yes,4.32,85.0,1,30.4,Yes,5.7,3.88,High School,0
23.2,Male,42682.0,Yes,1.52,90.6,1,23.7,Yes,4.5,1.98,High School,1
21.6,Female,25000.0,Yes,3.34,95.5,1,11.7,No,6.0,1.89,Bachelor,0
24.9,Male,61281.0,Yes,3.04,78.0,2,36.3,Yes,5.1,2.27,,1
21.8,Female,121521.0,No,5.47,79.7,2,31.8,No,6.1,2.46,Bachelor,0
21.9,Male,44083.0,Yes,3.53,76.6,1,37.3,Yes,6.8,2.66,Bachelor,1
20.9,Male,72817.0,Yes,3.76,86.3,2,36.7,No,3.2,1.0,High School,0
23.7,Female,45818.0,Yes,3.67,67.1,2,20.2,No,4.9,3.15,,0
23.4,Male,25000.0,Yes,6.17,78.9,2,5.0,No,4.3,0.21,PhD,0
19.6,Female,33526.0,Yes,5.18,84.3,1,28.7,No,7.6,0.01,High School,1
18.1,Female,99508.0,Yes,4.9,77.0,1,27.9,Yes,8.6,0.02,High School,0
20.6,Female,25000.0,Yes,4.26,78.6,0,32.0,Yes,5.6,1.3,Bachelor,1
19.2,Female,25000.0,Yes,4.25,89.9,0,48.2,No,6.2,3.49,Bachelor,0
20.9,Male,25000.0,No,2.82,81.5,1,29.4,No,2.8,4.0,High School,0
23.7,Female,26095.0,Yes,5.13,91.6,4,38.3,No,6.0,1.19,Bachelor,1
20.0,Female,25000.0,Yes,3.51,95.1,3,34.5,No,5.0,2.21,Master,0
20.9,Female,,Yes,,71.2,3,13.4,No,,1.33,Bachelor,0
21.1,Female,33854.0,Yes,3.81,79.7,4,14.5,No,5.1,1.31,Master,1
22.9,Female,53265.0,Yes,4.02,94.7,1,43.8,No,4.0,3.92,High School,0
17.0,Male,25000.0,Yes,5.75,61.8,3,19.4,Yes,3.1,1.97,Bachelor,0
19.7,Female,25000.0,Yes,5.11,69.6,3,34.4,No,5.8,2.31,Bachelor,0
21.5,Male,25000.0,Yes,2.72,88.2,2,17.7,No,4.5,4.0,Bachelor,0
23.6,Male,25000.0,Yes,5.35,100.0,0,39.0,Yes,7.7,3.35,High School,0
19.9,Female,36626.0,Yes,0.62,87.5,2,33.0,No,6.6,0.27,Master,0
17.0,Male,40617.0,Yes,4.54,83.5,0,26.4,Yes,5.3,1.56,Bachelor,0
22.4,Male,42698.0,Yes,3.11,78.3,0,38.0,No,6.6,3.18,,0
19.6,Male,25000.0,Yes,2.17,86.4,3,33.1,Yes,8.6,1.57,Master,0
18.4,Female,29725.0,Yes,2.47,91.3,1,21.3,No,3.4,2.99,Bachelor,0
19.6,Male,25000.0,Yes,5.9,88.0,3,30.1,No,4.4,2.7,Master,0
20.6,Female,37831.0,Yes,4.59,82.5,0,38.0,No,9.0,1.57,Bachelor,0
19.7,Male,39634.0,Yes,4.49,90.3,1,43.3,No,4.1,3.92,Bachelor,0
17.0,Male,25000.0,Yes,5.26,84.4,3,28.5,No,6.7,1.31,Bachelor,0
23.0,Male,53147.0,Yes,3.7,86.1,3,51.4,No,7.6,1.09,Bachelor,1
23.8,Female,,Yes,,89.8,1,21.1,Yes,,0.97,Master,1
22.4,Male,49065.0,Yes,3.71,74.5,1,11.3,No,6.7,1.82,Master,0
18.5,Female,26965.0,Yes,0.5,81.8,2,13.1,No,5.0,2.61,High School,0
20.6,Female,25000.0,Yes,6.09,82.9,1,29.9,No,8.8,2.86,Bachelor,0
21.0,Female,26227.0,Yes,0.5,72.4,4,30.1,No,4.7,0.58,Master,1
22.3,Female,25000.0,Yes,3.65,73.3,3,31.5,Yes,3.8,1.08,Bachelor,1
22.5,Male,,Yes,,77.0,2,22.0,Yes,,2.67,Bachelor,0
19.4,Female,25000.0,No,0.94,90.3,0,56.7,No,6.8,0.72,Bachelor,1
21.2,Female,25000.0,Yes,3.81,80.4,1,48.1,No,5.8,1.04,Bachelor,0
22.0,Female,33920.0,Yes,3.79,83.0,3,16.3,Yes,5.6,3.24,PhD,0
24.2,Female,30114.0,Yes,5.19,84.5,2,28.8,No,4.6,3.61,High School,0
22.5,Female,25000.0,Yes,4.63,87.0,2,30.6,No,4.2,2.12,Bachelor,0
22.7,Female,25000.0,Yes,2.26,86.0,2,38.2,No,4.4,2.88,Master,0
21.2,Male,35378.0,Yes,3.16,82.5,1,11.7,No,6.1,0.24,Bachelor,1
24.1,Female,25000.0,No,2.61,80.9,0,9.4,No,5.1,3.02,Bachelor,0
21.9,Female,27354.0,Yes,1.59,90.8,5,15.4,No,2.8,3.81,High School,0
19.1,Female,85732.0,Yes,3.15,78.1,0,48.0,No,4.7,1.8,Bachelor,0
24.1,Male,43946.0,No,5.93,92.9,2,22.1,No,5.1,2.29,Bachelor,0
22.5,Female,,Yes,,77.4,2,39.7,No,,2.03,Bachelor,0
20.0,Female,25000.0,Yes,4.55,79.7,1,37.1,Yes,6.0,2.56,High School,0
19.9,Male,32568.0,Yes,2.43,87.7,1,27.8,No,8.7,2.48,High School,0
21.7,Female,25000.0,Yes,1.46,100.0,3,39.9,No,3.7,1.79,Master,0
22.0,Male,25000.0,Yes,4.74,66.5,0,15.3,No,6.5,1.86,High School,0
21.4,Female,40922.0,Yes,5.31,88.9,3,24.3,No,6.6,3.38,Master,0
21.7,Male,36046.0,Yes,4.21,85.8,2,5.0,No,6.0,1.98,Bachelor,0
24.7,Male,38963.0,Yes,4.99,78.4,1,31.2,Yes,5.0,0.81,Bachelor,1
23.4,Male,34816.0,Yes,3.57,84.9,0,20.5,Yes,4.3,3.03,Bachelor,0
21.4,Female,28590.0,Yes,4.07,72.4,2,56.3,No,5.4,1.35,High School,1
23.1,Male,25000.0,Yes,3.06,75.7,1,30.7,Yes,2.3,3.34,High School,0
18.7,Female,40525.0,Yes,4.5,85.4,2,39.8,No,3.8,4.0,Bachelor,0
21.9,Female,74454.0,Yes,3.76,73.9,1,37.8,No,3.7,2.72,,0
25.0,Female,25000.0,Yes,4.79,83.2,1,29.1,No,6.4,1.99,,1
20.5,Male,25000.0,Yes,5.02,76.7,2,41.9,Yes,6.6,2.1,Bachelor,0
19.1,Female,25000.0,Yes,3.54,78.4,2,30.4,Yes,3.6,3.73,Bachelor,0
19.6,Female,25000.0,Yes,4.67,90.6,1,35.7,No,3.1,2.61,PhD,0
18.6,Male,33576.0,Yes,3.1,72.7,1,58.3,No,2.9,1.82,Bachelor,0
19.3,Male,25000.0,Yes,6.33,81.7,0,32.3,No,7.3,0.86,Master,1
20.2,Male,38696.0,Yes,5.84,85.8,1,23.7,No,7.1,2.98,Master,0
17.9,Female,43754.0,Yes,4.38,84.1,4,21.5,No,6.7,2.37,Master,0
21.0,Male,25000.0,No,3.01,77.3,1,29.0,No,8.2,2.45,High School,0
23.0,Male,25000.0,Yes,4.32,84.9,3,31.4,Yes,8.7,1.58,Master,0
19.0,Female,31189.0,Yes,2.42,73.8,1,30.7,No,3.7,1.85,High School,0
24.3,Female,27280.0,No,4.53,78.1,2,11.0,Yes,4.8,2.58,Bachelor,1
22.1,Female,40611.0,Yes,1.23,94.7,0,5.0,Yes,6.9,2.83,Master,0
23.3,Female,27318.0,Yes,2.6,87.1,2,18.4,No,1.0,3.19,Bachelor,0
19.6,Male,63504.0,Yes,4.48,82.0,3,30.7,Yes,5.0,1.77,Bachelor,0
22.9,Female,25000.0,No,5.81,85.6,3,30.8,No,7.2,1.5,High School,1
18.6,Male,25000.0,Yes,4.48,75.6,1,35.5,No,4.9,2.39,Bachelor,0
23.0,Female,25000.0,Yes,3.58,84.3,2,34.4,No,6.8,3.74,High School,0
21.4,Female,46225.0,Yes,2.75,78.4,1,24.0,No,1.9,3.82,Bachelor,0
22.2,Male,30266.0,Yes,3.33,77.4,1,17.8,No,6.0,1.09,High School,0
18.4,Female,43488.0,Yes,1.7,81.0,2,36.3,No,4.7,3.16,High School,0
19.0,Male,42954.0,Yes,3.48,77.2,1,32.7,No,5.1,2.33,Bachelor,0
22.3,Male,25000.0,Yes,6.86,83.1,1,16.9,No,3.8,3.65,Bachelor,0
18.9,Female,25000.0,Yes,4.17,85.3,1,37.5,Yes,8.4,0.98,High School,0
22.0,Female,,Yes,,79.8,3,41.5,Yes,,3.91,High School,0
18.0,Female,25000.0,Yes,1.58,59.2,4,39.5,No,5.8,1.76,Bachelor,0
22.9,Female,25000.0,Yes,5.83,75.1,1,41.6,No,9.2,2.68,High School,0
18.3,Female,54149.0,Yes,5.98,73.3,3,21.0,No,3.8,0.75,Bachelor,1
22.2,Male,61028.0,Yes,4.28,85.0,1,40.2,No,5.8,2.57,Bachelor,1
22.4,Male,25000.0,Yes,4.8,76.2,2,28.1,Yes,4.3,1.76,Bachelor,0
19.5,Male,25571.0,Yes,3.13,78.0,1,54.5,No,4.2,0.09,PhD,1
22.3,Male,25000.0,Yes,3.64,88.7,0,40.7,No,6.1,2.3,Bachelor,0
21.6,Female,31367.0,No,7.5,75.8,1,35.2,No,5.0,3.13,Bachelor,0
19.8,Male,,Yes,,83.6,1,50.6,No,,3.2,High School,0
18.8,Male,48237.0,Yes,6.38,77.1,0,23.9,Yes,8.7,1.45,Bachelor,1
17.0,Male,48005.0,Yes,6.67,78.2,3,36.6,No,5.2,1.42,High School,0
21.8,Female,25000.0,Yes,4.58,72.7,1,56.8,Yes,2.7,3.15,Bachelor,0
17.6,Female,27132.0,Yes,3.84,77.8,1,39.8,No,5.0,2.65,Bachelor,0
21.2,Male,,Yes,,71.1,2,31.8,No,,2.94,Bachelor,0
20.4,Female,25000.0,Yes,4.7,74.3,1,26.8,Yes,3.9,2.08,High School,0
22.5,Male,58897.0,Yes,4.02,76.3,2,18.4,No,8.4,2.13,Master,1
20.3,Female,25000.0,No,3.86,99.5,3,26.5,No,6.5,3.49,Bachelor,0
20.3,Male,33023.0,Yes,3.38,84.1,3,20.2,Yes,3.4,1.81,High School,1
22.6,Male,25000.0,Yes,4.39,84.7,0,27.2,No,4.3,2.6,Bachelor,0
21.7,Female,25000.0,Yes,4.61,77.0,0,28.7,No,4.6,1.89,Master,0
21.7,Female,45949.0,Yes,3.96,90.3,2,41.9,Yes,4.0,2.73,Master,0
22.0,Male,50468.0,Yes,5.53,91.6,0,25.1,No,3.4,2.52,Master,0
17.6,Female,30208.0,Yes,3.98,77.2,2,22.8,Yes,4.5,1.27,Master,1
22.7,Female,,Yes,,90.5,0,40.6,No,,2.88,Bachelor,0
22.3,Female,30524.0,Yes,2.54,92.7,4,38.4,No,7.8,0.75,High School,0
18.8,Male,63218.0,Yes,3.73,65.4,1,27.1,Yes,6.3,0.85,Master,0
20.5,Male,84603.0,Yes,3.92,88.9,2,37.2,No,6.4,0.75,Master,1
20.9,Female,25000.0,Yes,0.81,75.9,2,26.9,No,6.1,1.29,Bachelor,1
20.7,Male,25000.0,Yes,4.67,92.6,1,27.4,Yes,4.1,3.88,High School,0
21.7,Male,49228.0,Yes,5.19,75.6,1,48.6,Yes,7.6,3.33,High School,0
24.1,Male,25196.0,Yes,6.86,86.9,4,28.3,No,4.7,3.25,Bachelor,0
23.4,Female,52356.0,Yes,2.79,67.9,3,25.1,Yes,4.9,0.52,High School,1
18.1,Male,35194.0,Yes,3.86,90.9,0,30.2,Yes,6.2,2.1,Bachelor,0
22.4,Female,25000.0,Yes,4.59,82.6,1,6.4,No,10.0,0.0,,1
23.9,Male,30790.0,Yes,3.93,92.3,1,28.0,No,4.5,2.21,Master,1
21.9,Male,65186.0,Yes,3.03,76.3,1,33.1,No,2.6,1.51,Master,0
23.4,Male,27187.0,Yes,2.09,83.7,0,53.8,No,6.0,2.55,Master,0
25.4,Male,25000.0,Yes,4.09,94.2,3,31.1,No,6.7,2.44,Bachelor,0
23.3,Female,25000.0,Yes,5.6,81.8,2,35.3,Yes,4.7,4.0,Bachelor,0
21.5,Female,25000.0,Yes,4.01,85.4,0,34.2,Yes,4.4,3.82,Bachelor,0
23.3,Male,25000.0,Yes,3.92,87.6,1,57.2,No,3.2,3.46,High School,0
21.3,Male,48630.0,No,4.5,69.6,0,42.0,No,6.1,3.83,High School,1
21.1,Female,25000.0,Yes,4.98,77.8,1,12.6,Yes,9.0,0.0,High School,1
20.2,Female,75527.0,Yes,4.43,91.1,2,44.7,No,8.6,2.94,PhD,0
24.4,Female,25000.0,Yes,2.39,65.6,2,18.7,No,6.0,0.73,Bachelor,0
19.2,Female,120438.0,Yes,4.6,90.9,3,22.2,Yes,4.8,1.57,Master,0
24.4,Male,83727.0,Yes,3.18,77.3,2,14.4,No,6.2,0.73,,1
22.1,Female,32361.0,Yes,3.06,98.4,1,51.9,Yes,4.9,3.21,Bachelor,0
17.9,Male,25000.0,Yes,2.6,85.5,2,44.2,No,4.3,1.91,Bachelor,0
21.8,Male,28760.0,No,3.89,75.6,4,44.8,No,5.8,0.9,High School,1
17.0,Female,25000.0,Yes,3.3,89.8,1,42.4,Yes,7.8,3.15,,0
22.4,Female,25000.0,Yes,3.62,93.5,2,38.3,No,5.2,3.4,High School,0
22.9,Female,35405.0,Yes,2.7,86.8,1,26.2,No,5.1,2.41,Bachelor,0
19.7,Male,25000.0,Yes,5.16,78.4,2,32.5,Yes,5.0,3.26,Bachelor,0
21.3,Male,25000.0,Yes,3.49,93.5,2,23.8,No,6.9,3.08,Bachelor,0
25.3,Male,26312.0,No,3.06,74.6,1,19.8,No,7.0,2.04,PhD,0
19.9,Female,25000.0,Yes,1.8,90.6,2,22.3,No,3.6,2.99,Bachelor,0
18.7,Male,103455.0,No,6.19,62.7,1,58.3,No,5.2,2.7,High School,0
24.3,Female,25000.0,Yes,1.98,82.9,5,25.4,Yes,7.5,2.39,,0
25.3,Male,38736.0,Yes,4.37,77.5,2,42.0,Yes,4.9,4.0,High School,0
21.0,Female,32445.0,Yes,4.86,71.0,4,54.9,No,8.0,1.84,High School,0
23.2,Female,36741.0,Yes,3.5,92.4,1,39.4,No,6.7,3.52,High School,0
24.0,Male,38463.0,Yes,4.54,64.8,2,20.5,No,8.7,0.07,Master,1
19.4,Male,50454.0,Yes,4.64,93.1,2,21.2,Yes,4.9,1.81,PhD,0
19.9,Female,34887.0,Yes,5.09,69.7,2,31.4,No,6.8,2.38,Master,0
23.7,Female,34028.0,Yes,4.78,90.4,1,57.1,No,6.8,1.96,High School,1
24.7,Female,30794.0,Yes,3.59,75.8,1,47.1,No,7.4,0.63,High School,1
22.2,Female,27363.0,Yes,3.48,66.4,2,36.4,No,6.1,0.33,High School,1
19.1,Male,25000.0,Yes,6.66,78.4,3,27.5,No,7.5,2.53,Bachelor,0
25.4,Female,28666.0,Yes,5.42,86.5,1,34.6,Yes,4.4,1.5,,0
19.8,Male,34364.0,Yes,3.09,74.8,2,32.3,No,5.4,1.95,Master,0
20.3,Female,37847.0,Yes,4.43,84.1,0,32.2,Yes,2.8,2.37,Bachelor,0
21.8,Male,,Yes,,87.5,0,19.5,No,,2.61,High School,0
24.4,Female,25854.0,No,3.98,93.9,3,19.3,Yes,4.0,2.95,Bachelor,0
22.9,Male,28732.0,No,6.28,82.5,0,33.9,No,6.1,1.82,High School,0
21.9,Male,25000.0,Yes,3.87,91.3,0,16.1,Yes,7.3,2.23,High School,0
22.0,Male,35880.0,Yes,3.89,88.8,1,22.5,No,6.5,1.67,High School,1
21.1,Female,26038.0,Yes,5.07,81.3,1,30.4,No,6.9,1.16,Master,0
22.2,Female,33135.0,No,2.77,91.2,1,34.0,No,5.7,2.64,Bachelor,0
17.0,Female,54202.0,Yes,3.31,89.2,1,43.4,Yes,5.2,1.33,Bachelor,0
20.3,Male,25000.0,No,5.91,80.7,0,15.0,Yes,3.4,3.07,High School,0
21.5,Female,42532.0,No,3.96,87.7,4,15.0,No,2.0,2.69,Bachelor,1
18.5,Female,30331.0,Yes,2.95,84.2,1,45.7,No,2.8,3.06,Master,0
21.8,Male,99979.0,Yes,4.23,86.4,6,50.1,Yes,4.3,1.19,Bachelor,1
20.6,Male,26114.0,Yes,4.19,97.1,2,17.5,No,7.1,2.5,PhD,0
24.9,Male,,Yes,,60.6,0,19.9,Yes,,3.99,Master,0
24.5,Male,30008.0,Yes,5.41,84.0,0,36.5,No,4.0,1.83,Bachelor,1
20.0,Male,25000.0,Yes,4.27,82.2,2,30.6,No,4.7,4.0,,0
20.7,Female,,Yes,,73.3,2,30.7,No,,1.53,Bachelor,1
20.8,Male,50427.0,Yes,5.66,78.4,1,20.6,No,5.4,3.44,High School,0
20.0,Female,25000.0,Yes,4.46,77.5,1,38.6,Yes,5.7,2.7,High School,0
21.4,Female,25000.0,Yes,2.9,81.5,1,27.2,No,6.2,1.47,Master,0
19.3,Female,29178.0,Yes,6.33,85.8,1,26.8,No,8.0,2.81,High School,0
18.5,Female,25000.0,Yes,5.65,78.3,2,16.4,No,5.7,3.26,PhD,0
22.4,Male,32180.0,Yes,2.43,60.8,1,39.5,No,2.3,0.68,Master,0
22.4,Female,75409.0,Yes,3.23,74.4,4,25.7,Yes,5.7,0.63,Bachelor,1
19.2,Male,47178.0,Yes,2.27,93.3,1,29.5,No,8.1,2.54,Bachelor,0
23.0,Female,74757.0,Yes,2.6,94.4,1,44.3,No,6.7,3.4,High School,0
19.6,Female,25000.0,Yes,5.65,78.0,0,17.4,No,5.9,2.41,Master,0
21.6,Female,27285.0,Yes,4.12,96.4,2,29.0,No,6.1,1.4,Master,0
22.8,Female,25000.0,Yes,3.14,79.4,1,11.3,Yes,2.2,1.34,High School,0
20.9,Male,25000.0,Yes,4.98,69.7,3,23.7,Yes,1.9,3.53,High School,0
22.0,Male,25000.0,Yes,5.09,79.6,5,45.5,No,7.1,0.66,Master,1
19.9,Female,25000.0,Yes,5.74,87.8,3,11.5,No,7.8,2.91,Bachelor,0
20.6,Male,67475.0,Yes,4.79,77.5,2,32.8,Yes,4.4,3.69,High School,0
20.5,Female,25000.0,Yes,4.83,86.8,1,49.2,No,5.8,3.65,Bachelor,0
19.4,Male,67649.0,Yes,2.93,84.1,4,36.6,Yes,6.6,3.87,Master,0
20.6,Female,62795.0,Yes,4.13,79.7,0,23.0,No,8.5,3.86,Master,0
17.6,Male,40130.0,Yes,3.96,88.2,2,16.7,No,5.4,3.21,Master,1
19.9,Female,25000.0,Yes,0.95,91.8,2,6.8,No,6.8,2.26,High School,1
20.4,Female,25000.0,Yes,4.47,83.5,5,48.7,No,9.1,1.52,Bachelor,1
20.4,Male,25000.0,No,1.78,86.7,1,24.9,No,5.0,2.3,High School,1
20.5,Male,43264.0,No,4.94,70.3,0,8.4,No,5.6,0.0,High School,0
20.9,Male,29787.0,Yes,3.5,93.1,1,17.7,No,3.5,3.55,Bachelor,0
22.1,Male,25000.0,Yes,3.52,77.7,2,17.1,No,3.6,3.11,High School,0
22.9,Male,59215.0,Yes,3.35,75.1,0,24.1,No,7.1,0.05,High School,1
19.6,Male,81685.0,No,3.21,89.1,1,58.7,No,7.6,1.14,Master,0
18.4,Female,25953.0,Yes,3.7,78.9,1,41.1,No,7.6,1.72,High School,0
18.7,Male,31749.0,No,5.21,76.4,3,35.8,No,3.6,3.17,Master,0
19.9,Female,25000.0,Yes,2.59,79.7,1,44.4,Yes,5.1,2.3,Bachelor,0
20.2,Male,25000.0,Yes,4.01,72.3,2,52.0,No,6.4,2.45,Bachelor,0
19.3,Male,40387.0,Yes,6.74,76.4,3,36.3,No,1.4,1.9,Master,1
18.1,Male,36788.0,Yes,3.13,90.2,2,47.3,Yes,6.3,3.88,Bachelor,0
20.0,Female,25000.0,Yes,3.98,91.3,2,22.3,No,8.9,2.26,Bachelor,0
21.4,Male,25222.0,Yes,5.09,82.5,3,19.6,No,7.5,1.16,High School,1
22.3,Female,25000.0,Yes,6.84,76.6,2,17.6,No,1.2,3.97,High School,0
19.8,Female,25158.0,Yes,6.02,85.3,2,33.5,No,6.2,1.34,High School,0
20.1,Male,38328.0,Yes,3.82,66.8,1,5.0,Yes,5.9,2.51,Bachelor,0
19.0,Female,25000.0,Yes,4.51,91.4,2,45.9,No,6.0,3.62,Master,1
20.9,Male,28435.0,Yes,3.73,81.4,0,24.1,No,5.7,1.8,High School,0
19.1,Male,36680.0,Yes,5.42,73.7,1,39.9,Yes,4.9,2.94,PhD,0
22.3,Female,25000.0,Yes,3.84,93.9,2,13.3,No,1.3,3.38,Bachelor,0
17.1,Female,25000.0,Yes,6.21,82.3,2,43.3,Yes,6.1,3.68,High School,0
20.2,Female,25000.0,Yes,1.49,78.6,1,46.6,No,6.6,1.29,Bachelor,1
21.7,Female,25000.0,No,4.8,98.4,0,31.2,Yes,4.5,2.44,Master,0
21.4,Female,29838.0,Yes,4.97,77.8,2,36.3,No,7.8,1.6,PhD,1
26.9,Female,32125.0,Yes,0.73,88.0,1,17.7,Yes,2.5,2.95,Bachelor,0
21.8,Male,,Yes,,87.5,1,30.5,No,,2.63,Bachelor,0
18.8,Female,43990.0,Yes,5.71,75.2,3,41.7,No,5.7,2.2,Bachelor,0
20.8,Female,25000.0,Yes,4.67,80.9,2,26.4,Yes,4.3,3.66,Master,0
17.1,Male,94824.0,Yes,5.03,80.0,1,48.3,Yes,7.2,3.14,Bachelor,0
20.8,Male,25000.0,Yes,6.18,67.9,1,8.6,Yes,4.7,2.02,Master,1
19.2,Male,25000.0,Yes,3.55,66.3,3,26.1,No,7.9,0.67,High School,1
23.0,Female,26324.0,Yes,6.17,64.6,1,6.9,No,4.2,0.0,Master,1
19.8,Female,38099.0,Yes,7.8,78.4,0,33.8,No,5.8,3.87,Master,0
20.7,Female,25000.0,Yes,5.65,74.1,2,27.4,Yes,1.9,1.51,PhD,1
19.6,Male,25000.0,Yes,4.56,74.5,3,27.9,No,5.4,3.76,Bachelor,0
24.8,Female,42395.0,Yes,3.93,78.6,1,38.9,No,5.6,3.77,Master,0
20.3,Male,25000.0,Yes,4.27,82.0,0,26.6,No,7.7,1.68,Master,0
25.0,Female,67644.0,Yes,4.23,79.5,1,63.7,No,2.8,3.44,Bachelor,0
22.8,Female,25000.0,Yes,4.04,76.4,3,39.7,No,5.0,1.89,High School,0
22.1,Female,25000.0,Yes,2.57,97.4,0,30.4,No,8.1,2.61,Bachelor,0
21.8,Female,42879.0,Yes,4.55,80.4,1,21.9,No,8.4,1.51,,1
21.9,Female,78008.0,Yes,4.3,90.0,1,19.1,Yes,4.0,3.84,High School,0
17.0,Male,38171.0,Yes,5.78,72.1,2,35.2,No,4.3,3.95,High School,0
20.4,Male,63339.0,Yes,4.74,92.7,1,23.7,No,2.4,4.0,,0
22.9,Female,81306.0,Yes,3.05,77.6,0,41.9,Yes,1.7,2.63,High School,0
20.9,Male,25000.0,Yes,2.57,100.0,1,29.0,No,4.8,2.75,Master,0
17.9,Male,52210.0,No,3.99,71.5,5,29.1,No,4.3,3.25,Master,0
20.9,Female,25000.0,Yes,2.87,73.5,1,31.4,Yes,9.2,0.77,PhD,1
24.7,Male,38367.0,Yes,4.19,80.5,1,28.2,Yes,6.1,2.41,High School,0
23.7,Male,28487.0,Yes,3.12,79.2,3,33.3,Yes,5.1,1.36,Bachelor,1
20.9,Female,62678.0,Yes,5.66,72.6,2,54.8,No,6.7,2.18,Bachelor,1
23.1,Male,60075.0,Yes,4.76,93.8,5,36.5,No,7.4,2.62,Master,0
20.2,Male,41851.0,Yes,5.29,93.0,1,35.1,No,7.7,2.5,High School,0
17.3,Male,35563.0,Yes,3.79,79.3,3,39.4,No,6.0,0.84,Master,1
19.0,Female,40337.0,Yes,4.26,90.1,1,28.7,No,5.5,3.29,Master,0
